,שם מכשיר,מספר סידורי,סטטוס,גרסת תוכנה,תוכנה,מודל,גרסת קושחה,הגדרות תקשורת,קוד איתחול פינפד,מספר מסוף,מספר מוטב,מספר קופה,שם בית העסק,מספר עוסק,מספר עוסק בסליקה,רשת,סניף,משווק,תאריך הקמה,תאריך גישה אחרונה למערכת,איש קשר,טלפון איש קשר,כתובת מלאה,Warranty Check,Checking E,Check GPRS in H
1828,ארומה אזור 1,204005341.0,ACTIVE,1.7,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAQ41-20200814+ROOTFS:VR1420-20201019+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.79.117-M255.255.255.0-DG172.16.79.254,2181,1805786,,1,"שפע זיכיונות בע""מ",513356824.0,,ארומה,אזור,DORIX,2020-11-30,01/02/2021,שמעון,549909604.0,אזור אזור,0,1,0
1833,קוקי קרים פרמיום,2203707724.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.1.240-M255.255.255.0-DG192.168.1.1,4976,1805629,,1,קוקי קרים פרמיום,558248266.0,,,,DORIX,2020-11-30,01/02/2021,לירן,507400805.0,"צאלון 21, מודיעין מודיעין",0,1,0
1916,ארומה עבדת עמדה 3,2192107570.0,ACTIVE,1.5,אשראית פלאקארד פינפד,UPT1000+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAU41-20181218+ROOTFS:VRA612-20190116+EMV:VR0012-20171213+EMVCL:VRB616-20190108,ETHERNET:10.0.0.1,9949,1805421,,3,ציון ומלכה אספרסו בר בע''מ,515410843.0,,ארומה,עבדת,DORIX,2020-11-26,01/02/2021,אביחי שושן,542225852.0,תחנת דלק פז עבדת עבדת,0,1,0
1917,ארומה עבדת עמדה 2,2193928460.0,ACTIVE,1.5,אשראית פלאקארד פינפד,UPT1000+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAU41-20181218+ROOTFS:VRA612-20190116+EMV:VR0012-20171213+EMVCL:VRB616-20190108,ETHERNET:10.0.0.3,2824,1805421,,2,ציון ומלכה אספרסו בר בע''מ,515410843.0,,ארומה,עבדת,DORIX,2020-11-26,01/02/2021,אביחי שושן,542225852.0,תחנת דלק פז עבדת עבדת,0,1,0
1918,ארומה עבדת עמדה 1,2185200090.0,ACTIVE,1.5,אשראית פלאקארד פינפד,UPT1000+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAU41-20181218+ROOTFS:VRA612-20190116+EMV:VR0012-20171213+EMVCL:VRB616-20190108,ETHERNET:10.0.0.2,4721,1805421,,1,ציון ומלכה אספרסו בר בע''מ,515410843.0,,ארומה,עבדת,DORIX,2020-11-26,01/02/2021,אביחי שושן,542225852.0,תחנת דלק פז עבדת עבדת,0,1,0
1919,ארומה ערד עמדה ,2193928455.0,ACTIVE,1.5,אשראית פלאקארד פינפד,UPT1000+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAU41-20181218+ROOTFS:VRA612-20190116+EMV:VR0012-20171213+EMVCL:VRB616-20190108,ETHERNET:10.0.0.110-M255.255.255.0-DG10.0.0.138,6382,1805419,,3,נויה אספרסו בר בע''מ,514896711.0,,ארומה,ערד,DORIX,2020-11-26,26/12/2020,שגיא שושן,523233063.0,שמיר 11 ערד צים סנטר ערד,0,1,0
1930,גושן נוי,2201800763.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.1.241-M255.255.255.0-DG192.168.1.1,8665,1805746,,1,גושן נוי,25750076.0,,,,DORIX,2020-11-25,27/01/2021,גושן ,524068886.0,"הרב שלום שבזי 38, ראש העין ראש העין",0,1,0
1935,ארומה בילו סנטר 2,2203707695.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.130-M255.255.255.0-DG10.0.0.138,4437,1805727,,2,"מורן אספרסו בר בע""מ",514101187.0,,ארומה,בילו סנטר,DORIX,2020-11-25,01/02/2021,מורן,546929614.0,בילו סנטר קרית עקרון  קרית עקרון,0,1,0
1936,ארומה בילו סנטר 1,2203707696.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.131-M255.255.255.0-DG10.0.0.138,8885,1805727,,1,"מורן אספרסו בר בע""מ",514101187.0,,ארומה,בילו סנטר,DORIX,2020-11-25,30/12/2020,מורן,546929614.0,בילו סנטר קרית עקרון  קרית עקרון,0,1,0
2064,לקה חדרה,2203707460.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.10-M255.255.255.0-DG10.0.0.138,1548,1805690,,1,לקה חדרה,66166596.0,,,,DORIX,2020-11-22,17/01/2021,מאיה,523978627.0,רוטשילד 40 חדרה חדרה,0,1,0
2065,פאני נרגסי,2203707466.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.31-M255.255.255.0-DG10.0.0.138,4798,1805691,,1,פאני נרגסי,36982668.0,,אלדו,קרית יובל,DORIX,2020-11-22,01/02/2021,פאני,508765978.0,אורגווי 3 ירושלים ירושלים,0,1,0
2116,רוני ויפית 3 ,2203707677.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.102.117-M255.255.255.0-DG172.16.102.254,2418,1805447,,3,רוני ויפית בית קמה בע''מ,514233824.0,,ארומה,בית קמה,DORIX,2020-11-19,01/02/2021,רוני,542233307.0,בית קמה בית קמה,0,1,0
2117,רוני ויפית 2,2203707694.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.102.116-M255.255.255.0-DG172.16.102.254,7378,1805447,,2,רוני ויפית בית קמה בע''מ,514233824.0,,ארומה,בית קמה,DORIX,2020-11-19,01/02/2021,רוני,542233307.0,בית קמה בית קמה,0,1,0
2118,רוני ויפית 1,2203707673.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.102.115-M255.255.255.0-DG172.16.102.254,7214,1805447,,1,רוני ויפית בית קמה בע''מ,514233824.0,,ארומה,בית קמה,DORIX,2020-11-19,01/02/2021,רוני,542233307.0,בית קמה בית קמה,0,1,0
2165,ארומה מול הפארק 2,2203707667.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.101-M255.255.255.0-DG10.0.0.138,6284,1805563,,2,"אספרסו בר הרוש בע""מ",515175487.0,,,,DORIX,2020-11-18,01/02/2021,שרון,528373711.0,"אחוזה 267, רעננה רעננה",0,1,0
2166,ארומה מול הפראק 1,2203707687.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.100-M255.255.255.0-DG10.0.0.138,4682,1805563,,1,"אספרסו בר הרוש בע""מ",515175487.0,,,,DORIX,2020-11-18,01/02/2021,שרון,528373711.0,"אחוזה 267, רעננה רעננה",0,1,0
2167,ארומה בית שאן 2,2203707690.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.147.115-M255.255.255.0-DG172.16.147.254,1388,1805562,,2,"קפה מימד בע""מ",514087873.0,,,,DORIX,2020-11-18,01/02/2021,מיקי,546929896.0,"צים סנטר, בית שאן בית שאן",0,1,0
2168,ארומה בית שאן 1,2191809183.0,ACTIVE,1.5,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190506+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.147.116-M255.255.255.0-DG172.16.147.254,8188,1805562,,1,"קפה מימד בע""מ",514087873.0,,,,DORIX,2020-11-18,01/02/2021,מיקי,546929896.0,"צים סנטר, בית שאן בית שאן",0,1,0
2169,ארומה נצרת עלית 2,2184702017.0,ACTIVE,0.43,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190506+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.120-M255.255.255.0-DG10.0.0.138,1576,1805564,,2,"קפה ניצן בצפון בע""מ",514099894.0,,ארומה,נצרת עלית,DORIX,2020-11-18,01/02/2021,ניצן,507572275.0,"דרך העמק 41, נוף הגליל נוף הגליל",0,1,0
2170,ארומה נצרת עלית 1,2203707672.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.21-M255.255.255.0-DG10.0.0.138,3276,1805564,,1,"קפה ניצן בצפון בע""מ",514099894.0,,ארומה,נצרת עלית,DORIX,2020-11-18,01/02/2021,ניצן,507572275.0,"דרך העמק 41, נוף הגליל נוף הגליל",0,1,0
2171,ארומה ביג אילת 2,2203707658.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.102-M255.255.255.0-DG10.0.0.138,3435,1805423,,2,ארומה גרנד אילת (2008) בע''מ,514153576.0,,ארומה,אילת,DORIX,2020-11-18,10/01/2021,אילת,522912822.0,הסתת 22 קניון ביג אילת אילת,0,1,0
2172,ארומה ביג אילת 1,2203707684.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.101-M255.255.255.0-DG10.0.0.138,8739,1805423,,1,ארומה גרנד אילת (2008) בע''מ,514153576.0,,ארומה,אילת,DORIX,2020-11-18,10/01/2021,אילת,522912822.0,הסתת 22 קניון ביג אילת אילת,0,1,0
2173,ארומה פז הנשיאים 3,2200505206.0,ACTIVE,1.7,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.43-M255.255.255.0-DG10.0.0.138,9165,1805561,,3,"עומר דוד אספרסו בר בע""מ",515847572.0,,,,DORIX,2020-11-18,01/02/2021,ברק,545262353.0,פז הנשיאים באר שבע  באר שבע,0,1,0
2174,ארומה פז הנשיאים 2,2201800736.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.42-M255.255.255.0-DG10.0.0.138,7297,1805561,,2,"עומר דוד אספרסו בר בע""מ",515847572.0,,,,DORIX,2020-11-18,01/02/2021,ברק,545262353.0,פז הנשיאים באר שבע  באר שבע,0,1,0
2175,ארומה פז הנשיאים 1,2203707669.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.41-M255.255.255.0-DG10.0.0.138,6168,1805561,,1,"עומר דוד אספרסו בר בע""מ",515847572.0,,,,DORIX,2020-11-18,01/02/2021,ברק,545262353.0,פז הנשיאים באר שבע  באר שבע,0,1,0
2176,"ארומה תחנה מרכזית ב""ש 3",2203707662.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.158.106-M255.255.255.0-DG172.16.158.254,8115,1805448,,3,הסטון בר שותפות מוגבלות ,540284429.0,,ארומה,באר שבע,DORIX,2020-11-18,01/02/2021,גלעד,508841111.0,תחנה מרכזית באר שבע באר שבע,0,1,0
2178,"ארומה תחנה מרכזית ב""ש 2",2203707686.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.158.108-M255.255.255.0-DG172.16.158.254,1416,1805448,,2,הסטון בר שותפות מוגבלות ,540284429.0,,ארומה,באר שבע,DORIX,2020-11-18,01/02/2021,גלעד,508841111.0,תחנה מרכזית באר שבע באר שבע,0,1,0
2179,"ארומה תחנה מרכזית ב""ש 1",2203707680.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.158.100-M255.255.255.0-DG172.16.158.254,5368,1805448,,1,הסטון בר שותפות מוגבלות ,540284429.0,,ארומה,באר שבע,DORIX,2020-11-18,01/02/2021,גלעד,508841111.0,תחנה מרכזית באר שבע באר שבע,0,1,0
2181,ארומה קניון בת ים 2,2203707472.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA641-20200813+ROOTFS:VRAA20-20201020+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.51.40-M255.255.255.0-DG172.16.51.254,4698,1805651,,2,"ארומה קניון בת ים בע""מ",515983260.0,,ארומה ,קניון בת ים,DORIX,2020-11-18,01/02/2021,שלומי מזרחי,504454451.0,"יוספטל 92, קניון בת ים בת ים",0,1,0
2182,ארומה קניון בת ים 1,2201800702.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.51.20-M255.255.255.0-DG172.16.51.254,6664,1805651,,1,"ארומה קניון בת ים בע""מ",515983260.0,,ארומה ,קניון בת ים,DORIX,2020-11-18,01/02/2021,שלומי מזרחי,504454451.0,"יוספטל 92, קניון בת ים בת ים",0,1,0
2211,ארומה מחנה יהודה 2,2201800838.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.21-M255.255.255.0-DG10.0.0.138,6853,1805429,,2,יאצו מסעדות בע''מ,514057181.0,,ארומה,ירושלים,DORIX,2020-11-17,01/02/2021,יאצו,542177704.0,מחנה יהודה 26 ירושלים ירושלים,0,1,0
2212,ארומה מחנה יהודה 1,2201800839.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.20-M255.255.255.0-DG10.0.0.138,1847,1805429,,1,יאצו מסעדות בע''מ,514057181.0,,ארומה,ירושלים,DORIX,2020-11-17,01/02/2021,יאצו,542177704.0,מחנה יהודה 26 ירושלים ירושלים,0,1,0
2213,ארומה הילל 2,2201800818.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.155-M255.255.255.0-DG10.0.0.138,6764,1805596,,2,"א.קליפ קפה בע""מ",513669952.0,,ארומה בר,הילל ירושלים,DORIX,2020-11-17,01/02/2021,אבי אלמוג,546929824.0,הילל 18 ירושלים ירושלים,0,1,0
2214,ארומה הילל 1,2201800801.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.160-M255.255.255.0-DG10.0.0.138,3829,1805596,,1,"א.קליפ קפה בע""מ",513669952.0,,ארומה בר,הילל ירושלים,DORIX,2020-11-17,01/02/2021,אבי אלמוג,546929824.0,הילל 18 ירושלים ירושלים,0,1,0
2339,ארומה שוהם 2,2201800694.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.104-M255.255.255.0-DG10.0.0.138,8769,1805452,,2,שיראל אספרסו בר בע''מ,515493500.0,,ארומה,שוהם,DORIX,2020-11-15,01/02/2021,אלון ששון,545730042.0,עמק איילון 30 שוהם שוהם,0,1,0
2340,ארומה שוהם 1,2201800679.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.101-M255.255.255.0-DG10.0.0.138,4319,1805452,,1,שיראל אספרסו בר בע''מ,515493500.0,,ארומה,שוהם,DORIX,2020-11-15,01/02/2021,אלון ששון,545730042.0,עמק איילון 30 שוהם שוהם,0,1,0
2341,ארומה ערד 2,2201800674.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.103-M255.255.255.0-DG10.0.0.138,4422,1805419,,2,נויה אספרסו בר בע''מ,514896711.0,,ארומה,ערד,DORIX,2020-11-15,07/01/2021,שגיא שושן,523233063.0,שמיר 11 ערד צים סנטר ערד,0,1,0
2342,ארומה ערד 1,2201800857.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.105-M255.255.255.0-DG10.0.0.138,7282,1805419,,1,נויה אספרסו בר בע''מ,514896711.0,,ארומה,ערד,DORIX,2020-11-15,07/01/2021,שגיא שושן,523233063.0,שמיר 11 ערד צים סנטר ערד,0,1,0
2343,ארומה דרורים 2,2201800832.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.107-M255.255.255.0-DG10.0.0.138,3346,1805418,,2,א.צ בר קפה בע''מ,514271899.0,,ארומה,קניון דרורים,DORIX,2020-11-15,01/02/2021,אושי,97961792.0,קניון דרורים צומת דרורים,0,1,0
2344,ארומה דרורים 1,2201800687.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.105-M255.255.255.0-DG10.0.0.138,2151,1805418,,1,א.צ בר קפה בע''מ,514271899.0,,ארומה,קניון דרורים,DORIX,2020-11-15,16/01/2021,אושי,97961792.0,קניון דרורים צומת דרורים,0,1,0
2345,ארומה מגדל 2,2201800810.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.156.103-M255.255.255.0-DG172.16.156.254,1461,1805417,,2,גולני אספרסו בר בע''מ,515830701.0,,ארומה,מגדל,DORIX,2020-11-15,30/12/2020,גולי,586664444.0,מגדל מגדל,0,1,0
2346,ארומה מגדל 1,2201800683.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:172.16.156.101-M255.255.255.0-DG172.16.156.254,5797,1805417,,1,גולני אספרסו בר בע''מ,515830701.0,,ארומה,מגדל,DORIX,2020-11-15,04/01/2021,גולי,586664444.0,מגדל מגדל,0,1,0
2376,ארומה שדרות חן 2,2201800673.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.103-M255.255.255.0-DG10.0.0.138,6916,1805536,,2,"דיל קפה השרון בע""מ",540216207.0,,ארומה,שדרות חן הרצליה,DORIX,2020-11-11,01/02/2021,אורן,544606080.0,בלינסון 2 הרצליה  הרצליה,0,1,0
2377,ארומה שדרות חן 1,2201800811.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:10.0.0.101-M255.255.255.0-DG10.0.0.138,2877,1805536,,1,"דיל קפה השרון בע""מ",540216207.0,,ארומה,שדרות חן הרצליה,DORIX,2020-11-11,01/02/2021,אורן,544606080.0,בלינסון 2 הרצליה  הרצליה,0,1,0
2393,"ש.ר פסטה בע""מ",2201800819.0,ACTIVE,1.6,אשראית פלאקארד פינפד,VEGA3000P+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRA541-20190426+ROOTFS:VRAA20-20190724+EMV:VR0011-20170123+EMVCL:VRA016-20180212,ETHERNET:192.168.1.230-M255.255.255.0-DG192.168.1.1,7612,1805533,,1,"ש.ר פסטה בע""מ",516277977.0,,פסטה בר,קניון רמות ,DORIX,2020-11-11,01/02/2021,ליאת,506354432.0,"שד' גולדה מאיר 255, ירושלים ירושלים",0,1,0
2796,ארומה לב המושבה - עמדה,2193928464.0,ACTIVE,1.5,אשראית פלאקארד פינפד,UPT1000+PCI+ETHERNET+CONTACTLESS,CTOSAPI:VRAU41-20181218+ROOTFS:VRA612-20190116+EMV:VR0012-20171213+EMVCL:VRB616-20190108,ETHERNET:172.16.129.110-M255.255.255.0-DG172.16.129.254,3196,1805384,,1,"ארומה לב המושבה בע""מ",514904507.0,,ארומה,לב המושבה,DORIX,2020-11-01,01/02/2021,אנדריי,542276722.0,שדרות בן גוריון 8 חיפה חיפה,0,1,0
